ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-11644,CUS-001543,2026-05-28 02:01:10,2026-05-28 07:28:10,Email,Account Access,Profile Update Failed,Premium,80,5.45,4,Closed,I cannot save the changes to my profile. Please let me know what information you need.
TKT-11645,CUS-000137,2026-07-23 08:41:29,2026-07-26 11:15:05,Email,App Bug,Login Timeout,Free,22,74.56,,Closed,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-11646,CUS-001151,2026-06-19 07:47:45,2026-06-19 21:24:21,Email,Account Access,Account Locked,Premium,15,13.61,4,Closed,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11647,CUS-000518,2026-05-21 16:27:11,2026-05-21 22:13:23,In-App Chat,Account Access,Verification Code Missing,Free,5,5.77,,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-11648,CUS-001448,2026-06-14 05:17:19,2026-06-16 04:45:31,Email,App Bug,Page Not Loading,Free,157,47.47,3,Resolved,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11649,CUS-001388,2026-06-15 01:38:30,2026-06-17 07:58:54,In-App Chat,App Bug,Login Timeout,Enterprise,4,54.34,1,Closed,I keep getting timed out when I try to sign in. I have already tried again several times.
TKT-11650,CUS-000577,2026-06-03 09:04:05,2026-06-03 18:40:41,Email,Account Access,Account Locked,Free,135,9.61,4,Resolved,My account is locked and I cannot get back in.
TKT-11651,CUS-000769,2026-08-08 18:45:32,2026-08-09 00:27:32,Social Media,Account Access,Profile Update Failed,Free,40,5.7,5,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-11652,CUS-001615,2026-07-02 02:14:16,2026-07-03 16:55:40,Social Media,App Bug,Notification Error,Free,81,38.69,2,Resolved,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-11653,CUS-001016,2026-06-26 23:53:47,2026-06-28 08:31:35,In-App Chat,App Bug,Notification Error,Enterprise,4,32.63,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-11654,CUS-000008,2026-06-25 02:29:53,2026-06-25 08:10:05,WhatsApp,Account Access,Verification Code Missing,Free,43,5.67,,Resolved,The verification code has not arrived yet. Thank you for checking this for me.
TKT-11655,CUS-001307,2026-07-11 23:46:14,2026-07-12 03:58:50,Social Media,Account Access,Profile Update Failed,Premium,23,4.21,3,Resolved,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-11656,CUS-000610,2026-06-27 22:36:16,2026-06-29 21:35:40,In-App Chat,Billing/Refunds,Payment Failed,Free,28,46.99,2,Closed,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-11657,CUS-000472,2026-07-05 22:59:28,,In-App Chat,App Bug,App Crash,Free,65,,2,Open,The app closes every time I try to complete this action.
TKT-11658,CUS-001403,2026-06-03 19:27:10,2026-06-05 19:22:58,Email,Feature Request,Notification Controls,Free,27,47.93,4,Resolved,Please add more control over which notifications I receive.
TKT-11659,CUS-001629,2026-08-09 06:32:34,2026-08-11 00:25:58,In-App Chat,Billing/Refunds,Incorrect Amount,Free,22,41.89,3,Resolved,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-11660,CUS-000117,2026-08-02 14:30:04,2026-08-03 17:58:16,In-App Chat,Delivery Delay,Missing Items,Free,26,27.47,3,Escalated,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-11661,CUS-000659,2026-07-15 22:06:01,2026-07-19 19:02:25,In-App Chat,Billing/Refunds,Duplicate Charge,Free,24,92.94,,Resolved,I was charged twice for the same transaction. This has been very frustrating.
TKT-11662,CUS-000482,2026-07-28 15:48:50,,In-App Chat,App Bug,Page Not Loading,Premium,8,,2,Open,The page is stuck loading and I cannot continue. I have already tried again several times.
TKT-11663,CUS-001509,2026-07-07 00:03:22,2026-07-07 13:21:22,Email,App Bug,App Crash,Free,53,13.3,4,Closed,The app closes every time I try to complete this action. This has been very frustrating.
TKT-11664,CUS-001455,2026-06-21 11:23:11,2026-06-22 00:15:23,Email,Billing/Refunds,Payment Failed,Premium,88,12.87,,Resolved,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-11665,CUS-001514,2026-06-13 06:30:03,2026-06-13 15:00:39,In-App Chat,Feature Request,New Payment Option,Premium,10,8.51,,Resolved,It would be helpful to have another payment option. Everything else is working well for me.
TKT-11666,CUS-000077,2026-05-23 17:36:12,2026-05-26 02:20:36,Social Media,App Bug,Notification Error,Free,196,56.74,2,Resolved,The notifications are delayed or showing the wrong information. This is disrupting what I need to do.
TKT-11667,CUS-000094,2026-07-23 11:30:00,2026-07-23 15:43:48,In-App Chat,Feature Request,Notification Controls,Free,32,4.23,,Closed,Please add more control over which notifications I receive. I would be happy to use this feature.
TKT-11668,CUS-000910,2026-07-12 04:51:40,2026-07-13 13:25:51,In-App Chat,App Bug,Page Not Loading,Free,19,32.57,3,Resolved,The page is stuck loading and I cannot continue. I have already tried again several times.
TKT-11669,CUS-000306,2026-06-17 07:48:49,2026-06-20 22:56:01,In-App Chat,Delivery Delay,Late Delivery,Free,32,87.12,2,Escalated,My order is later than the delivery estimate. I have already tried again several times.
TKT-11670,CUS-000206,2026-07-19 23:49:13,2026-07-20 03:04:13,Social Media,Feature Request,Dark Mode,Free,46,3.25,5,Closed,I like the app and would find a dark mode option useful. Thanks for considering the suggestion.
TKT-11671,CUS-000446,2026-06-14 09:25:50,2026-06-15 22:33:38,WhatsApp,Account Access,Profile Update Failed,Free,77,37.13,3,Escalated,I cannot save the changes to my profile.
TKT-11672,CUS-001188,2026-06-09 05:00:14,,Email,Billing/Refunds,Duplicate Charge,Free,36,,2,Open,I was charged twice for the same transaction. I have already tried again several times.
TKT-11673,CUS-001134,2026-06-07 20:45:20,2026-06-08 02:22:32,In-App Chat,Account Access,Verification Code Missing,Free,8,5.62,4,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-11674,CUS-001327,2026-07-11 14:33:33,2026-07-11 17:44:57,In-App Chat,Account Access,Verification Code Missing,Enterprise,5,3.19,3,Resolved,The verification code has not arrived yet. Thank you for checking this for me.
TKT-11675,CUS-000118,2026-07-01 08:31:16,2026-07-02 06:25:52,In-App Chat,Feature Request,Notification Controls,Free,39,21.91,,Escalated,Please add more control over which notifications I receive. Thanks for considering the suggestion.
TKT-11676,CUS-001289,2026-06-22 23:52:37,2026-06-23 07:17:13,WhatsApp,App Bug,Page Not Loading,Free,40,7.41,,Resolved,The page is stuck loading and I cannot continue. This has been very frustrating.
TKT-11677,CUS-000821,2026-07-28 06:56:33,2026-07-29 06:30:09,In-App Chat,Billing/Refunds,Payment Failed,Free,35,23.56,2,Resolved,My payment keeps failing even though my details are correct.
TKT-11678,CUS-000545,2026-07-22 03:40:14,2026-07-23 06:13:50,WhatsApp,Billing/Refunds,Incorrect Amount,Premium,21,26.56,3,Resolved,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-11679,CUS-001021,2026-06-03 11:22:12,2026-06-03 15:54:00,Email,Account Access,Password Reset,Free,30,4.53,,Resolved,I need help resetting my password. Could someone advise me on the next step?
TKT-11680,CUS-001349,2026-06-19 13:16:41,2026-06-22 04:44:53,Email,Feature Request,Export Data,Free,89,63.47,3,Escalated,Could you add a way to export my account data?
TKT-11681,CUS-000188,2026-07-11 21:47:45,2026-07-12 22:36:57,WhatsApp,Billing/Refunds,Refund Pending,Premium,35,24.82,,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-11682,CUS-001362,2026-05-22 06:36:24,2026-05-23 12:33:24,In-App Chat,Delivery Delay,Tracking Not Updated,Free,26,29.95,,Closed,The tracking status has not changed for a while. This is disrupting what I need to do.
TKT-11683,CUS-000948,2026-06-03 01:21:47,,Social Media,Feature Request,Dark Mode,Free,19,,3,Open,I like the app and would find a dark mode option useful.
TKT-11684,CUS-001038,2026-07-14 02:55:03,2026-07-15 22:43:39,In-App Chat,Billing/Refunds,Incorrect Amount,Free,19,43.81,3,Resolved,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-11685,CUS-001477,2026-08-06 10:48:30,2026-08-08 23:05:53,WhatsApp,Billing/Refunds,Incorrect Amount,Premium,22,60.29,2,Closed,The amount on my bill does not match what I expected. I have already tried again several times.
TKT-11686,CUS-001190,2026-06-09 23:10:36,2026-06-10 04:05:48,Email,Account Access,Verification Code Missing,Enterprise,38,4.92,4,Resolved,The verification code has not arrived yet.
TKT-11687,CUS-000973,2026-07-30 17:08:17,2026-07-31 04:52:05,In-App Chat,Account Access,Password Reset,Premium,3,11.73,4,Resolved,I need help resetting my password. Could someone advise me on the next step?
TKT-11688,CUS-000579,2026-05-30 17:42:30,2026-06-01 14:15:30,WhatsApp,Billing/Refunds,Duplicate Charge,Free,42,44.55,,Resolved,I was charged twice for the same transaction. I have already tried again several times.
TKT-11689,CUS-000839,2026-07-11 23:49:14,2026-07-13 02:44:26,In-App Chat,Delivery Delay,Late Delivery,Free,13,26.92,3,Resolved,My order is later than the delivery estimate. This is disrupting what I need to do.
TKT-11690,CUS-001412,2026-05-30 21:08:48,2026-05-31 21:26:11,In-App Chat,Account Access,Profile Update Failed,Free,32,24.29,4,Resolved,I cannot save the changes to my profile. Thank you for checking this for me.
TKT-11691,CUS-001647,2026-07-03 10:12:16,2026-07-03 17:38:04,WhatsApp,Feature Request,New Payment Option,Premium,22,7.43,5,Resolved,It would be helpful to have another payment option. I would be happy to use this feature.
TKT-11692,CUS-001277,2026-07-19 21:38:52,2026-07-20 08:52:04,Email,Delivery Delay,Tracking Not Updated,Enterprise,11,11.22,3,Resolved,The tracking status has not changed for a while.
TKT-11693,CUS-001336,2026-08-03 23:04:21,2026-08-04 10:07:57,WhatsApp,Delivery Delay,Tracking Not Updated,Premium,23,11.06,3,Resolved,The tracking status has not changed for a while.
TKT-11694,CUS-001170,2026-08-01 01:18:17,2026-08-01 18:21:17,Email,Account Access,Account Locked,Free,151,17.05,4,Closed,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-11695,CUS-001289,2026-08-02 09:29:12,2026-08-03 05:27:24,Email,Billing/Refunds,Duplicate Charge,Premium,31,19.97,,Resolved,I was charged twice for the same transaction.
TKT-11696,CUS-000419,2026-06-27 04:39:59,2026-06-29 06:52:35,In-App Chat,App Bug,Notification Error,Premium,5,50.21,1,Escalated,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-11697,CUS-000703,2026-06-11 18:02:06,,In-App Chat,Billing/Refunds,Payment Failed,Premium,26,,,Open,My payment keeps failing even though my details are correct. This is disrupting what I need to do.
TKT-11698,CUS-000920,2026-07-23 15:14:48,2026-07-24 17:31:36,WhatsApp,Account Access,Password Reset,Premium,26,26.28,3,Closed,I need help resetting my password. Please let me know what information you need.
TKT-11699,CUS-000908,2026-07-08 09:20:58,2026-07-09 14:02:22,In-App Chat,Billing/Refunds,Payment Failed,Free,33,28.69,2,Closed,My payment keeps failing even though my details are correct. Please resolve this as soon as possible.
TKT-11700,CUS-000995,2026-07-22 07:30:18,2026-07-22 11:39:54,Email,Account Access,Account Locked,Premium,22,4.16,4,Closed,My account is locked and I cannot get back in. Please let me know what information you need.
TKT-11701,CUS-001637,2026-07-06 15:09:48,2026-07-10 21:29:36,In-App Chat,Billing/Refunds,Refund Pending,Free,42,102.33,1,Closed,My refund is still pending and I need an update. I have already tried again several times.
TKT-11702,CUS-001436,2026-07-03 01:56:00,,In-App Chat,App Bug,Notification Error,Free,82,,2,Open,The notifications are delayed or showing the wrong information.
TKT-11703,CUS-001392,2026-07-24 07:07:05,,Email,Billing/Refunds,Incorrect Amount,Premium,32,,2,Open,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-11704,CUS-001399,2026-08-04 18:42:02,2026-08-05 01:19:14,WhatsApp,Account Access,Account Locked,Enterprise,6,6.62,5,Resolved,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-11705,CUS-001341,2026-07-18 21:38:36,2026-07-19 10:56:36,Social Media,Delivery Delay,Missing Items,Premium,10,13.3,2,Closed,Some items were missing when my order arrived. I have already tried again several times.
TKT-11706,CUS-001151,2026-08-06 23:39:38,2026-08-09 10:24:02,WhatsApp,Billing/Refunds,Refund Pending,Free,22,58.74,1,Escalated,My refund is still pending and I need an update. This has been very frustrating.
TKT-11707,CUS-000442,2026-07-22 03:43:45,2026-07-23 11:01:08,In-App Chat,Delivery Delay,Tracking Not Updated,Free,12,31.29,4,Resolved,The tracking status has not changed for a while. This has been very frustrating.
TKT-11708,CUS-001436,2026-06-24 04:13:18,2026-06-24 20:30:41,Email,Delivery Delay,Missing Items,Free,81,16.29,3,Resolved,Some items were missing when my order arrived. This has been very frustrating.
TKT-11709,CUS-000482,2026-08-04 12:30:29,2026-08-06 09:26:53,In-App Chat,App Bug,Notification Error,Premium,9,44.94,,Closed,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-11710,CUS-001218,2026-06-11 06:39:19,2026-06-11 15:55:31,Social Media,Account Access,Verification Code Missing,Premium,25,9.27,4,Closed,The verification code has not arrived yet. Thank you for checking this for me.
TKT-11711,CUS-000200,2026-06-07 02:47:45,2026-06-07 15:37:33,In-App Chat,App Bug,Page Not Loading,Enterprise,2,12.83,3,Resolved,The page is stuck loading and I cannot continue. Please resolve this as soon as possible.
TKT-11712,CUS-000903,2026-07-01 20:09:14,2026-07-04 21:03:14,Email,Billing/Refunds,Incorrect Amount,Free,67,72.9,2,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-11713,CUS-000554,2026-07-19 00:27:41,2026-07-19 13:25:17,In-App Chat,Account Access,Verification Code Missing,Free,13,12.96,4,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-11714,CUS-001179,2026-05-29 12:14:55,2026-05-30 22:47:55,WhatsApp,Billing/Refunds,Incorrect Amount,Premium,17,34.55,3,Closed,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-11715,CUS-001436,2026-05-19 13:28:58,,WhatsApp,Delivery Delay,Late Delivery,Free,12,,,Open,My order is later than the delivery estimate. Please resolve this as soon as possible.
TKT-11716,CUS-000030,2026-07-28 20:08:59,,WhatsApp,Feature Request,New Payment Option,Enterprise,6,,4,Open,It would be helpful to have another payment option.
TKT-11717,CUS-000209,2026-07-09 07:51:40,2026-07-09 23:43:52,In-App Chat,Delivery Delay,Tracking Not Updated,Free,19,15.87,3,Resolved,The tracking status has not changed for a while. I have already tried again several times.
TKT-11718,CUS-001553,2026-07-17 09:32:15,2026-07-17 13:19:39,WhatsApp,Account Access,Password Reset,Free,38,3.79,,Resolved,I need help resetting my password. Thank you for checking this for me.
TKT-11719,CUS-000419,2026-07-20 23:16:52,2026-07-21 11:19:16,In-App Chat,Account Access,Profile Update Failed,Free,8,12.04,4,Closed,I cannot save the changes to my profile. Could someone advise me on the next step?
